source_file,print_speed_mms,layer,temp_now_C,temp_next_C,delta_T_C,state_now,state_next_if_hold,temp_bin_now,temp_bin_next
print_001_70mms_20260611_105636.csv,70.0,39,41.56,42.84,1.2800000000000011,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,40,42.84,42.06,-0.7800000000000011,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,41,42.06,42.56,0.5,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,42,42.56,43.56,1.0,14,20,2,3
print_001_70mms_20260611_105636.csv,70.0,43,43.56,41.75,-1.8100000000000023,20,14,3,2
print_001_70mms_20260611_105636.csv,70.0,44,41.75,41.66,-0.09000000000000341,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,45,41.66,42.44,0.7800000000000011,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,46,42.44,41.75,-0.6899999999999977,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,47,41.75,41.94,0.18999999999999773,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,48,41.94,42.66,0.7199999999999989,14,14,2,2
print_001_70mms_20260611_105636.csv,70.0,49,42.66,43.44,0.7800000000000011,14,14,2,2
